Dosya Adı,Etiket,SRO,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19
AI COVER_150_5.wav,AI COVER,0.07442176870748299,2127.5492627915287,2192.525994460625,4331.264241536458,-58.524284,101.116486,-35.14499,29.178352,17.490894,-3.293021,23.266542,-8.814671,20.247545,12.868496,7.2299647,20.980698,-6.4219303,19.572268,-1.4013449,-1.5415777,-3.2207587,-8.227721,1.0475758,8.10849
AI COVER_47_0.wav,AI COVER,0.09796825396825397,2101.1586688532125,2285.2070662895503,4473.622639973958,-257.07016,83.957184,-11.968718,15.409942,-9.836501,6.631931,-2.4406393,-2.3850815,-18.20683,-5.224884,-23.237719,-17.675104,-12.57536,2.1136303,-18.11939,-1.1171619,-9.704509,-3.348463,-5.3600187,1.8663003
AI COVER_139_9.wav,AI COVER,0.05127437641723356,1450.8322775723047,1960.0734762175343,2962.560017903646,-140.9512,132.48996,-4.946869,24.934986,6.6446185,6.9292307,-8.825653,5.3899713,-1.6591945,9.986625,-9.400353,-1.1988657,-7.9109135,-0.62211424,-4.1765738,5.4196935,-7.2879224,-0.4300497,-2.7556965,5.6529517
AI COVER_10_4.wav,AI COVER,0.06984126984126984,1594.5217566483605,1888.2204606095836,3308.885701497396,-112.36943,133.59953,-23.831371,31.784807,6.5475373,9.810609,3.8474777,11.322297,-5.3763113,3.9608915,-1.8433428,8.217785,-2.5147657,1.346227,-5.604564,5.9896092,-3.0294356,0.7213865,-3.7994363,-1.1343932
AI COVER_169_4.wav,AI COVER,0.136843537414966,2818.033751100009,2532.32292651374,5581.7352294921875,-3.698396,60.08353,-16.259584,45.70909,10.278664,7.0239677,-4.0918417,3.7348979,5.2567663,5.666151,2.039565,1.5215607,-1.3471022,0.5773202,-6.537415,2.4950078,-7.487101,-1.4911499,0.18118362,-1.2747794
AI COVER_128_6.wav,AI COVER,0.1445170068027211,2796.408466944704,2455.9749152280533,5158.697509765625,13.611257,60.68059,-20.76704,46.526386,8.249641,5.142885,4.935218,5.9641247,11.259929,4.6504674,3.3505034,8.015868,-1.0945519,-0.26415,-2.5996966,2.1148515,-3.3554301,3.37738,-0.98891604,2.371921
AI COVER_124_9.wav,AI COVER,0.14312925170068028,2976.541184073763,2526.92504273024,5654.958089192708,-48.080738,36.90442,-13.55381,67.55433,17.193214,16.934275,10.829339,20.661873,0.22914685,2.144285,10.508903,8.829161,-4.455976,-0.087256365,-3.1683993,8.133671,1.4258689,5.3115287,1.402185,-0.56282604
AI COVER_165_5.wav,AI COVER,0.0716734693877551,1796.1859749118187,2079.2922191866246,3906.830851236979,-193.29358,96.098015,-15.725294,48.231617,3.7923124,17.658718,6.1247425,12.961462,-0.40034866,9.240114,6.7749214,6.530252,3.4581509,3.8170717,0.09353687,5.8393497,-1.3061475,0.0032283643,-2.2570295,-0.1209129
AI COVER_91_1.wav,AI COVER,0.09168253968253968,1979.0916917539655,1966.1077813733657,3660.64453125,-195.11325,116.94325,-10.673992,21.743286,14.541966,-17.75619,-4.0060787,11.506181,-29.31521,14.820534,-22.408796,-3.3022482,4.441468,-4.7112308,10.282249,4.414943,-7.2980123,5.4799876,-5.102051,-8.204188
AI COVER_100_2.wav,AI COVER,0.11025850340136055,2142.136439811512,2160.3060262161716,4111.0972086588545,-113.616714,100.55293,-20.82267,16.09926,-1.073169,4.9103484,-3.4104002,1.2115824,-12.085371,-7.3215265,-7.2969666,-1.0971631,-5.8242006,-5.111268,-5.848236,3.6782668,-8.505639,-0.28430006,-5.796294,-4.210785
AI COVER_87_4.wav,AI COVER,0.10103401360544217,2097.965745657871,2287.7541382179443,4253.9540608723955,-11.9109535,97.29835,-14.153695,31.957981,6.817289,11.189401,7.98865,8.703729,-3.148676,7.79002,-0.64194477,7.2774863,2.5119839,2.8860424,-4.559278,-1.1398549,-8.704925,0.49534097,-0.36169857,2.5158477
AI COVER_140_13.wav,AI COVER,0.03824943310657596,878.9470798933127,1205.287214896449,1725.946044921875,-265.85535,193.6679,-24.121012,34.710983,19.986666,5.0177884,-5.796958,-10.083126,-9.768842,7.220881,-3.3337457,8.287488,-3.2585561,-7.1238675,-6.948578,-0.53742754,-7.6788034,-0.03689639,1.4925292,3.7693114
AI COVER_15_0.wav,AI COVER,0.08630385487528344,2012.1763253256286,2303.450695364642,4052.678426106771,-283.8266,108.96743,31.031013,23.648796,3.0951736,7.5396004,-3.2156987,-0.47424874,-9.812432,-1.7652221,-7.893548,-3.307782,-3.0405884,7.1153717,-3.9056833,-2.1069028,-7.9414487,-4.251862,-4.3629537,2.287749
AI COVER_142_3.wav,AI COVER,0.04234920634920635,1211.0792211886574,1884.1085184846602,2399.406941731771,-262.91608,150.0143,32.238003,19.728865,7.945631,15.459019,-7.096388,7.0187254,-6.143886,2.398,-13.210946,-3.2422242,-11.736058,3.426153,-5.364846,2.851135,-6.42504,-4.121491,0.75502664,6.6844044
AI COVER_174_2.wav,AI COVER,0.06742857142857143,2022.4849276489244,2404.2395083267234,4466.245524088542,-116.04237,99.08033,13.271154,39.839817,7.9716954,9.564861,1.9875346,7.742447,-7.0204806,4.889678,-4.6331687,6.1059194,-1.9864435,-0.6682797,-1.6798072,3.3138402,-8.996795,0.46296594,0.24839811,-4.889259
AI COVER_79_4.wav,AI COVER,0.16168707482993197,2725.986766760039,2394.7957794436898,5385.2447509765625,-83.24472,82.024086,-8.983485,20.727503,8.315867,-3.3507655,-0.827612,4.5790253,-25.333517,13.718891,-16.324808,3.8737044,-3.8528438,-7.9218698,-9.98609,-5.317868,-8.892429,2.4316182,4.2622676,3.8436193
AI COVER_61_0.wav,AI COVER,0.11912925170068027,2182.539764103853,2107.5200546896754,3974.1719563802085,-179.65929,98.70817,-4.968512,9.14352,12.013318,20.256601,-1.3358022,-23.651573,-29.255774,-4.50718,-10.107881,-11.768817,-14.589498,1.4139403,-2.9904497,0.06962755,-16.00858,8.047587,-5.3594418,-10.511711
AI COVER_180_2.wav,AI COVER,0.09350566893424037,2360.7340352605147,2594.2511356059254,5215.321858723958,-89.18651,78.084526,6.7388854,27.819166,11.406691,12.152803,2.0749059,9.389507,0.9312627,7.07048,3.8705337,3.8948534,-1.0234036,3.9945498,-1.6501075,-0.0802503,-9.0123825,2.7757742,-1.5818942,-2.7977588
AI COVER_198_8.wav,AI COVER,0.13992743764172336,2842.32935449445,2781.013201069757,6077.2979736328125,-12.329719,67.740906,11.1714945,39.12349,8.322486,10.73841,-2.6674695,7.976712,5.5871787,4.3156543,-5.1735024,-0.19637072,-4.1938195,-0.7833516,0.20802271,2.4470108,-9.083591,-1.1043897,-1.803668,0.29714245
AI COVER_17_0.wav,AI COVER,0.014884353741496598,1485.399321492217,2571.3560130457654,4820.347086588542,-551.46234,78.09713,42.110252,37.66887,22.397509,21.62011,8.812756,11.329578,4.624084,7.627355,4.3245864,7.607313,4.738143,4.3744383,5.8094215,4.8068004,3.4405563,0.87706995,3.2429001,0.19739455
AI COVER_79_1.wav,AI COVER,0.11247165532879819,2361.770735230638,2438.222248449654,4833.60595703125,-63.70935,92.84234,4.1475344,26.534376,11.041866,-3.56129,-2.8593464,4.200365,-23.086153,10.459373,-14.233808,-2.0619338,-2.6503417,-4.1014566,-4.0610404,-4.590911,-8.456467,1.7527549,6.0895305,2.4394994
AI COVER_123_2.wav,AI COVER,0.14388208616780046,2743.9543948789283,2411.79574624522,5058.807373046875,-152.48854,69.005844,4.0984898,34.98244,2.9247692,-15.174102,2.768445,8.547081,-22.831797,-8.852172,-6.552136,-6.9019794,-12.548796,-11.28845,-14.362883,-3.509557,-13.284087,-3.2424204,-1.1139433,-5.660163
AI COVER_82_4.wav,AI COVER,0.13838548752834468,2649.622274243164,2559.7096690039607,5543.5536702473955,-89.291954,73.91681,-7.718711,30.446573,1.0017337,9.541431,1.6987358,4.637884,-5.0096583,4.0927444,-8.676276,7.606815,-6.8656735,-6.2967887,-2.5858996,-4.976343,-4.0069165,2.3372433,2.535297,3.218198
AI COVER_7_5.wav,AI COVER,0.07670748299319728,1775.0472535553415,2162.0109261101793,3749.8677571614585,-139.43117,112.01216,-8.5971,26.508047,9.630846,16.027311,8.657157,12.592114,-1.6658393,9.753843,-2.1515229,10.173914,-2.2238047,2.0105717,1.1963502,-1.8344575,-8.873735,-4.13142,-9.556998,-3.709606
AI COVER_109_0.wav,AI COVER,0.03542857142857143,974.5754400038286,1179.6932939110682,1904.4921875,-368.42288,109.909325,-4.5090218,13.391453,-1.1424843,1.836913,1.2868605,3.4730937,-1.4654961,-4.200304,-10.068274,-4.273453,-12.981648,-8.607596,-7.3105254,-1.6553901,-5.8055634,-6.850378,-5.282563,-4.0195117
AI COVER_71_1.wav,AI COVER,0.1165532879818594,2153.650914714736,2100.2756486845205,4071.56982421875,-135.36475,100.43456,-18.428446,10.109168,5.2684073,-5.154262,-7.654096,7.739106,-10.729169,-4.472823,-5.625114,4.4733024,-0.5598991,0.4542663,-3.031422,-0.79271275,-8.095681,0.7985644,-5.61649,-0.179174
AI COVER_0_3.wav,AI COVER,0.10839909297052154,2630.8128383362036,2654.5227939930464,5602.620442708333,-68.79023,66.74647,1.3790758,15.762111,6.5536976,-2.2585156,1.8216364,3.8797429,-12.815932,9.021984,-11.697773,3.169439,1.3939918,2.4453716,-1.5956918,-0.23916103,-3.3465426,4.723351,-7.4743347,13.47852
AI COVER_188_2.wav,AI COVER,0.08779138321995465,1983.0724781209005,2388.9565715528474,4383.701578776042,-106.64625,93.90853,20.147318,48.194614,21.892366,10.655519,-6.042902,4.678872,-9.320185,-4.046395,-0.397445,-1.2777061,-2.3929424,-4.6152782,-5.9896045,2.9275281,-11.90413,1.9033377,3.4805949,-4.860927
AI COVER_168_3.wav,AI COVER,0.1483265306122449,2857.744284634584,2569.340911918463,5808.1329345703125,58.15834,68.36335,-15.591718,28.41188,6.097489,19.077341,-1.7191923,9.307515,-1.2857299,8.12252,0.68901914,6.1674237,0.8238849,-0.29155597,-2.8997834,-0.32046658,-4.639931,0.32111466,-2.1906757,1.1631049
AI COVER_206_1.wav,AI COVER,0.07569160997732426,1700.0900998837185,1982.914483304542,3288.548787434896,-149.82382,126.5541,-12.433651,12.763955,-0.4724409,-0.93917227,-20.161964,-0.96074265,-13.878922,-15.364156,-16.302807,-0.6822226,-15.470856,1.0070462,-2.9255724,-8.288276,-13.562566,-6.2273617,-14.289628,-9.35855
AI COVER_212_3.wav,AI COVER,0.088562358276644,2108.1657990735,2368.313293313835,4364.461263020833,-8.4193535,100.84772,-3.8102694,20.462528,5.2519417,9.729649,0.746936,7.226517,-5.824282,-5.52876,-12.501229,-2.823663,-5.2960286,-0.42379245,-3.1611311,1.2805464,-6.6995797,-1.7329268,-5.115174,-1.2393701
AI COVER_177_2.wav,AI COVER,0.0719546485260771,1946.818271519624,2242.1762891181547,4168.967692057292,-76.27753,101.171875,-5.942893,23.416256,-3.4028792,3.7360976,-1.0067881,3.6972487,-17.29862,3.792151,-2.0305421,-7.142046,-4.0159507,2.6919572,-7.1402087,-1.6506664,-14.843885,-3.8036838,-6.8251514,-6.695049
AI COVER_226_39.wav,AI COVER,0.06605895691609977,2041.993038522604,2310.6501295342746,4630.3863525390625,-90.86695,92.643654,-4.2414594,60.445637,16.105196,12.408508,8.4706745,14.437722,8.956236,12.173523,3.3837514,14.17895,3.6051898,1.008256,-5.9889874,0.8974171,-2.2532427,7.553239,3.589946,3.8207986
AI COVER_226_115.wav,AI COVER,0.11255328798185942,2171.423159777588,1995.8958621226786,3880.113728841146,-134.46317,93.16847,-24.273527,37.36468,13.03691,6.7005687,-2.1416624,17.552366,-12.962302,6.340976,1.0418581,2.4430487,-3.1049783,-0.43100724,-5.5895905,2.8023365,-8.611358,-2.0820818,-8.107917,-5.715243
AI COVER_142_5.wav,AI COVER,0.04723809523809524,1325.072479634589,1960.818670884437,2552.232869466146,-203.2885,137.96687,10.020738,24.152294,13.514703,6.0369596,-7.16373,-2.1427367,-12.350735,3.3903203,-5.82947,-3.9482942,-11.606511,-2.681032,-6.2302637,2.1191442,-11.017501,-2.3724473,3.138495,3.8334334
AI COVER_158_2.wav,AI COVER,0.05948299319727891,1627.3887500564376,2180.859777582832,3466.9453938802085,-203.18196,137.631,22.144901,11.659843,-2.7670088,-3.3674204,2.8256593,-9.0137825,-14.751404,6.930534,-12.596658,11.590673,-15.615753,8.409153,-12.287555,-1.1145433,-2.2020304,4.569961,-5.177674,-0.36169186
AI COVER_115_4.wav,AI COVER,0.040435374149659864,1747.072252057267,2275.323794586307,3856.6365559895835,-78.92624,106.637825,-0.7107081,33.251274,17.37751,13.400702,5.7380443,9.805723,7.626682,13.39034,1.7076086,6.5309925,-2.2690966,6.9180355,1.2491585,4.4114413,0.13343744,3.6381536,-2.063127,-1.3787224
AI COVER_28_6.wav,AI COVER,0.1211156462585034,2400.7625742498317,2293.312917534669,4642.5486246744795,-68.11606,86.55913,-21.591568,23.50005,1.2287643,-1.8136392,-9.794866,0.3247586,-13.239527,9.643834,-7.1500826,4.757896,-4.695695,-8.412759,-6.8876038,7.2696004,-8.027724,0.9994424,2.4270947,-2.522075
AI COVER_30_4.wav,AI COVER,0.13867573696145125,3000.8072798648045,2831.2819008935367,6294.474283854167,-17.571377,63.318855,0.12202786,22.746056,4.3823037,2.270755,13.55636,7.4576993,6.125372,13.617834,-3.4930973,9.626506,1.5687906,8.051033,-0.29313147,1.334171,-5.343316,-3.777251,-7.897168,0.6218555
AI COVER_33_0.wav,AI COVER,0.0806530612244898,1778.2183193655148,1816.927067413824,3528.2552083333335,-331.9402,85.52733,20.879875,9.076581,-1.6668063,-0.42562088,-11.624333,-13.575329,-1.9191155,-0.57046926,-17.227718,-3.7474468,-7.6197667,5.3208857,-2.978435,5.770718,10.607324,4.365218,5.3329983,1.4538717
AI COVER_37_6.wav,AI COVER,0.07581859410430838,1840.8498875664789,2180.7375785495237,3979.8543294270835,-109.77666,107.3881,4.219258,26.210209,-1.3799012,10.952061,-11.900597,10.4945755,3.204759,5.639755,3.0813186,5.402134,0.55357516,3.6952693,2.6790721,1.5874575,-5.167589,6.8698335,-1.6043183,10.589342
AI COVER_194_5.wav,AI COVER,0.14936054421768707,2780.9450380860453,2608.147707145835,5898.9013671875,-60.835358,70.08291,-10.349639,11.865031,-5.8318653,17.180174,-2.2680519,2.746585,-17.264038,-1.5869724,-8.811876,-17.11788,-11.683441,8.127757,-1.3030686,4.252766,-7.9907827,-9.492956,-5.559955,0.545617
AI COVER_117_7.wav,AI COVER,0.1385124716553288,3032.3672352682065,2742.99447542536,6265.7135009765625,49.096157,58.21623,-7.6279364,30.396238,12.086365,23.25188,4.4652796,11.381402,0.596397,7.483575,1.3060961,5.324308,-0.67407364,3.4841967,-2.9924836,-1.5048324,-3.59034,1.6533182,-2.7088344,5.877785
AI COVER_111_1.wav,AI COVER,0.09150113378684807,2272.5425604890943,2504.734078315351,4994.3572998046875,-9.041129,92.05816,-3.1542678,24.001074,7.320161,11.358995,-0.9942507,10.521659,-2.1453745,8.321779,-3.472116,7.1367435,-1.6218766,-4.1588387,-1.3732226,3.8266,-1.7019972,8.811985,5.1137767,2.0793707
AI COVER_85_0.wav,AI COVER,0.1014875283446712,1752.3304839385146,1774.1356936807135,3125.055948893229,-386.14954,84.91678,-29.50039,-5.698169,-28.566854,-7.975413,-14.735738,-8.094594,-22.879671,-2.250854,-20.197607,-18.028744,-8.828096,-6.1162424,-6.740723,5.8655906,13.745869,16.208925,15.649408,19.742392
AI COVER_184_4.wav,AI COVER,0.048680272108843535,1626.9156835606607,2262.763618940616,3599.8331705729165,-81.39619,120.552536,17.826641,22.374842,3.2126963,14.249025,-4.2456064,7.699511,-0.373992,6.1582465,2.139378,3.7313595,2.530757,7.119083,-3.188425,2.5366244,4.021342,5.037488,-0.57047784,0.23746893
AI COVER_147_1.wav,AI COVER,0.2544308390022676,4059.653104986244,3004.6868531751165,7590.4541015625,-56.737026,21.954197,29.529354,26.487368,6.226227,22.242403,18.564566,21.684,-18.346056,27.847597,0.18938771,3.4942236,-7.4077353,-7.266035,-2.3769581,-3.8218904,-8.499016,6.965957,-6.8159,-8.07989
AI COVER_19_2.wav,AI COVER,0.0838548752834467,1912.1388391216988,2029.8084690358958,3704.8075358072915,-172.41498,108.737434,-20.959324,38.21002,12.319938,-4.854449,-16.197079,3.5254164,-14.357749,-0.8713917,0.9395263,-9.185477,-3.3274508,3.8018415,-4.092724,2.5153913,-3.9568114,1.7111956,1.5289139,-0.50928754
AI COVER_19_5.wav,AI COVER,0.12083446712018141,2211.54176256798,2036.2366576279392,3964.0034993489585,-123.512245,98.02794,-27.257595,21.059374,6.2914405,-5.513482,-12.526049,-2.9783003,-10.043682,8.629258,-1.4332154,-0.91371113,-9.49694,-4.4638104,1.4992381,4.921836,-11.673487,5.3637624,7.552648,-3.2670498
AI COVER_203_0.wav,AI COVER,0.1425034013605442,2334.8259696878995,2075.6540562235787,4351.3519287109375,-378.94125,85.86506,-19.943855,37.231037,5.7029014,-5.9950066,-10.605084,0.590208,-7.6251,10.214107,8.534551,5.111785,-4.8508606,-12.538507,-20.788036,-16.812952,-13.872151,-5.81843,-5.0978675,-11.788535
AI COVER_106_3.wav,AI COVER,0.03931972789115646,797.0820882528917,1011.3815034351718,1469.7906494140625,-242.81662,201.8912,8.717595,34.88263,10.162587,2.0876048,-1.8364743,-5.9420795,4.7870135,6.4978504,-9.372505,5.4765296,-0.33547953,-9.340401,2.1669474,-2.638391,-5.832136,5.2078795,3.238963,-7.169358
AI COVER_9_2.wav,AI COVER,0.08150566893424037,2280.6963336414447,2549.1247760121146,5146.5850830078125,-22.875656,89.09619,4.248985,17.496561,-2.992478,10.940787,-0.16116178,8.953795,-16.52385,3.3307025,-15.811403,1.9934082,-12.433472,-8.148277,-13.693788,-12.391891,-20.000938,-8.173871,-13.567054,-11.980634
AI COVER_97_5.wav,AI COVER,0.10938775510204081,2350.9982130619505,2360.606730814501,4730.326334635417,-23.988737,85.64872,-18.852,38.16551,5.778028,10.46249,7.437756,12.459001,7.034793,8.66852,3.6848454,8.57788,-1.1745173,-0.71597475,-2.1608415,1.772075,-4.819285,3.570625,3.7172744,4.7371645
AI COVER_82_5.wav,AI COVER,0.11070294784580499,2333.867058617851,2498.0680773984877,5009.2112223307295,-153.48782,91.83751,-2.500473,24.559547,3.2032957,9.385323,4.935724,1.8299392,-4.349891,10.046493,1.3856034,-0.8357982,-4.2035246,-2.771925,-2.630492,0.5324053,-5.633627,3.5821917,-4.682778,3.6479383
AI COVER_126_3.wav,AI COVER,0.11697959183673469,2579.8515872446387,2475.941714805863,5371.437581380208,6.9712377,72.512436,-28.776648,11.857481,-9.187884,12.320221,15.070975,21.397543,-3.0835676,9.631244,4.1051564,12.852838,6.4772043,4.199106,-2.588381,0.8745941,0.21555117,8.06466,4.1356874,4.445898
AI COVER_64_6.wav,AI COVER,0.10085260770975056,2339.3832863238836,2418.7241501441495,4885.3953043619795,8.228302,86.064606,-14.453945,32.178574,1.3973703,11.645809,3.6271555,8.252091,9.462764,12.08297,0.23806106,3.8242674,-3.726602,-3.6501586,-6.2516966,0.6723408,-4.1541834,5.351617,1.654202,4.038193
AI COVER_126_5.wav,AI COVER,0.10833560090702948,2399.646004161459,2325.2698234059144,4718.662516276042,-43.42015,82.4432,-21.230766,20.389797,5.695767,16.739285,6.7788653,12.930571,-0.5703244,12.299113,-0.9168009,4.173368,5.9595094,7.4402122,4.388731,6.9799953,-0.6715816,2.5999846,-4.233097,6.621603
AI COVER_58_4.wav,AI COVER,0.07648979591836735,1578.0288839001942,1799.7354349904535,3246.678670247396,-126.32447,137.64073,-21.023489,36.711445,-1.0768783,3.2447522,3.8340027,10.605299,-8.802004,-3.1417456,-8.424702,6.209607,3.1544774,5.572465,-0.898846,-3.5286775,-13.55593,-0.99982464,0.14384829,-2.1922886
AI COVER_214_3.wav,AI COVER,0.07568253968253968,1954.820981003884,2395.016769367189,4402.34375,-82.43016,103.13706,18.075811,21.457886,3.1797984,10.380501,12.677059,-0.94264686,1.5601813,7.940714,-12.873064,18.904648,-4.7717104,6.5924573,1.5884076,8.925067,3.2014546,4.3328023,10.304981,9.516168
AI COVER_112_4.wav,AI COVER,0.0958095238095238,1844.277308607345,1878.1524541155854,3558.5113525390625,-169.07549,101.7044,-18.998789,41.534714,12.689427,0.29981273,-15.671717,-10.368648,-16.107777,2.6138728,-7.6814857,8.628637,-5.621018,-7.6735373,-18.110756,-14.932756,-20.676208,-22.596205,-0.1311103,3.4814181
AI COVER_15_5.wav,AI COVER,0.09229931972789115,2118.411625539077,2421.0336696848735,4733.217366536458,-111.85567,96.53985,18.174068,36.631847,-1.7324598,8.111699,-0.8470164,8.510191,-7.294129,2.2886736,-5.1435556,0.105544835,-6.59544,2.1431997,-1.9479856,2.6988745,-8.557353,-5.4449396,-3.201764,-0.09905119
AI COVER_201_1.wav,AI COVER,0.0932607709750567,2062.0964680847555,2299.3227528070715,4085.975138346354,-129.24646,105.45336,-13.082558,32.837727,15.418873,-15.113234,13.653085,6.637574,5.479491,-1.0412138,-13.672223,0.012424239,-2.641821,-4.138975,-10.747908,3.622971,-12.098219,4.233895,1.6596375,-1.0816507
AI COVER_43_3.wav,AI COVER,0.10763718820861679,2415.8939383383286,2542.8722079676922,5059.804280598958,-24.687107,86.166405,-7.815015,31.253622,20.506968,3.668266,0.19793609,13.7516,-2.0593698,10.014496,8.416634,3.7574677,3.2136874,-0.45323613,-3.736176,-0.72855735,-3.207649,3.8349807,-1.5965028,-1.5886894
AI COVER_70_9.wav,AI COVER,0.06556916099773243,2689.6174485972797,2688.243021946627,5534.9802652994795,-83.72847,66.12101,15.042794,46.423702,34.862457,-3.0869293,10.293587,9.427067,-1.0442623,19.927675,0.19574331,10.771098,7.751638,2.3953092,9.169904,8.065187,2.110564,10.67122,0.8129247,1.7793038
AI COVER_16_5.wav,AI COVER,0.11732426303854876,2272.0976926082662,2270.7347863885566,4369.944254557292,-89.364044,92.79385,-16.240604,23.834768,6.2664623,1.796508,-1.6564797,5.427769,-10.808503,7.005631,4.4142857,4.9208093,-1.0632007,0.7424292,1.3048109,3.5725565,-9.135271,0.8501893,-2.4654942,0.12256862
AI COVER_226_17.wav,AI COVER,0.1518095238095238,2958.7745603610488,2588.07014552602,5606.109619140625,10.780599,56.122044,-16.38527,41.08816,9.731714,8.005513,6.681704,6.0323987,9.292043,3.360642,2.1181574,7.600692,-1.5888461,0.11560871,-2.8799517,1.2804252,-3.768232,2.1581466,-2.8064108,-0.75423473
AI COVER_226_74.wav,AI COVER,0.04617687074829932,1606.5294665697234,2251.3499717459777,3559.607950846354,-116.91985,132.47955,18.657518,6.243182,16.897816,4.3426604,5.017471,15.491041,-7.05466,16.077105,-7.033731,11.843867,1.8990048,4.906735,-0.02777972,0.4558138,2.7345953,0.83997035,1.3353175,10.309112
AI COVER_159_5.wav,AI COVER,0.11904761904761904,2436.130044153831,2543.3468404272744,5056.7138671875,-150.67934,111.74873,-0.76703227,3.704973,9.381186,-10.97371,15.452291,-3.2482245,-13.57069,20.798435,-18.07496,17.129255,-9.535217,2.2040894,-2.4901135,-2.7175877,-3.7509246,-0.6329856,-16.987198,-4.116417
AI COVER_98_7.wav,AI COVER,0.11680725623582766,2559.3336637184148,2477.585900878473,5245.428466796875,3.4549487,77.90361,-16.120277,34.431496,2.0330846,11.675789,3.632657,12.159991,-0.72486657,5.220867,0.22350347,4.214991,0.8606257,6.1759,-1.5337957,5.954396,-0.6052082,2.4156556,-1.0540029,2.078951
AI COVER_226_50.wav,AI COVER,0.11074829931972789,2434.7581649500535,2501.455292304629,5113.53759765625,31.839401,83.23647,-17.688047,25.078781,11.541177,18.946928,8.005817,11.321242,1.2847403,10.011645,3.5161855,2.721606,-2.4348903,-4.512311,-5.9588184,0.22157465,-4.2455254,-1.1875554,-6.5317984,0.036072273
AI COVER_187_4.wav,AI COVER,0.07159183673469388,2010.090452966082,2467.585394419764,4595.644124348958,-99.04766,106.59431,19.241762,30.677933,8.884434,7.0750766,-4.3346066,9.949152,-8.877678,3.624742,3.1568937,2.4609623,-3.2733464,4.235091,-5.3872275,2.0004406,-9.668571,0.0018475497,-1.8141823,0.3814905
AI COVER_194_4.wav,AI COVER,0.1825215419501134,3568.287633680142,2990.168085478767,7371.9818115234375,-10.375905,42.776104,2.3673265,22.971321,7.166914,10.438501,2.95805,9.426586,-1.6674273,12.3757305,0.44054046,6.7091255,0.055578515,3.5209873,-4.7082677,0.28431714,-6.4324284,6.6838374,-1.2828053,6.2513833
AI COVER_23_6.wav,AI COVER,0.07756009070294785,1689.5238924440646,1831.6562370009972,3353.9957682291665,-158.0386,121.60167,-29.917385,42.41489,-3.2291095,-1.4147682,-9.349291,1.8648422,-23.912842,-5.9953713,-4.744811,-13.777138,-12.168364,-9.239978,-10.709492,-9.538325,-11.992696,-6.38902,-6.4908295,-5.937718
AI COVER_6_4.wav,AI COVER,0.07625396825396825,2042.171646253574,2406.4273311841657,4376.1749267578125,-88.58248,98.386406,-3.3724184,19.859629,16.756351,9.481981,-10.621922,5.8076773,0.35200328,3.1882522,-3.3034816,8.085074,-2.0120864,10.129942,-1.0071479,10.99141,-1.232477,-5.2844963,-3.4400182,4.249335
AI COVER_138_2.wav,AI COVER,0.08969614512471655,2213.059617806361,2528.609518684139,4814.265950520833,-190.29901,86.3201,8.402811,33.30408,8.20541,12.862278,-1.6453999,-2.5106223,-2.4265141,1.9414275,-4.406697,4.932452,-4.59018,-0.996535,1.0666926,3.9231808,-17.343323,-2.3695648,-7.7403994,-11.011529
AI COVER_53_3.wav,AI COVER,0.09680725623582767,1807.8651356690882,1845.4516327087254,3521.1771647135415,-27.072212,124.8632,-38.306778,28.540234,-4.9495554,4.2969117,18.869614,4.096271,-0.8984074,7.5642576,8.5231695,1.6117502,-3.9379184,2.9511974,-9.031131,2.1725729,3.4612827,3.5084143,-10.587005,2.8042293
AI COVER_8_3.wav,AI COVER,0.11386848072562358,2232.6314577729854,2116.4594412479137,3974.122111002604,-66.332756,84.25293,-37.599724,17.173048,-0.74753565,-15.560686,8.776615,4.6202965,-21.596802,4.6748385,-10.018955,-3.0986774,-0.7573108,-8.696381,-3.949615,1.1560117,-13.069165,1.7562407,-4.5177183,-2.2635255
AI COVER_84_5.wav,AI COVER,0.08035374149659864,1454.9384424732048,1629.109431443804,2986.236572265625,-84.181625,149.82893,-32.10314,38.13103,-5.7727485,1.8889143,-0.98119074,7.1007624,-4.63749,11.749711,-0.013695382,-2.0166972,-2.0778866,-2.8582199,0.9608914,1.2865415,-1.3847558,-1.6988671,-0.47198197,1.886245
AI COVER_55_1.wav,AI COVER,0.07474829931972789,1760.0442616312723,2099.5514395630776,3707.4493408203125,-102.46554,114.76159,-1.9031974,23.636112,6.7153625,8.438743,-2.0225077,9.02149,-7.693172,-6.685447,-12.504589,-1.2907653,-6.254574,-6.7758203,0.20952606,20.109533,11.76888,9.590255,-5.238557,-9.519863
AI COVER_189_0.wav,AI COVER,0.10517006802721088,2521.150250787565,2565.033286448194,5427.862548828125,-107.40956,76.56469,-0.3948995,32.14039,16.72245,14.293622,-2.7448056,14.008866,-6.2755547,-1.7827659,-8.067563,0.24713749,-2.4636693,-0.6886995,-3.964855,4.988727,-5.125058,-0.81046325,-3.5418897,1.1008452
